location,category,tweet,location.1,latitude,longitude,datetime,multimodal,file_path,Disaster_Category,Relevancy,Priority,media_description,summary,responders_required
Acton,Distress Call,"Oh my gosh! 😱 I'm visiting from out of state and there's a HUGE fire near some hills by Acton! I think it's near that big rock formation thingy? The smoke is getting really bad, and I don't know where to go! Is this normal for Los Angeles?! #Wildfire #Emergency #Help",Acton,34.45242739187836,-118.21467155163226,2025-01-08 19:05:23.997008,False,,Fire,True,2,,"Visitor reports a large wildfire near Acton with heavy smoke and is asking for directions, indicating a potentially dangerous situation requiring attention.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Evacuation Warning,"Oh my gosh! 😱 We're visiting LA and there's a HUGE fire near North Sepulveda, like by that big park? They're saying we might need to leave? Evacuation warning?? Where do we even GO?! #Wildfire #Emergency #LosAngeles Help!",North Sepulveda,34.08330167117294,-118.49455824347132,2025-01-24 15:17:05.597033,False,,Fire,True,2,,"A wildfire is reported near North Sepulveda in Los Angeles with an evacuation warning issued, requiring monitoring and potential evacuation assistance.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Roadblock or Escape Issue,Heads up neighbors in Pacific Palisades! Sunset Blvd is CLOSED west of Chautauqua. Fire's jumped the ridge near Temescal Canyon. Can't get out that way! Stay safe everyone! 🙏 #Wildfire #Emergency #LosAngeles,Pacific Palisades,34.08471384579578,-118.52694561666851,2025-01-18 10:44:01.618227,False,,Fire,True,2,,"Wildfire near Temescal Canyon in Pacific Palisades has jumped ridge and closed Sunset Blvd west of Chautauqua, impacting evacuation routes.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Evacuation Warning,"URGENT: Evacuation WARNING issued for residents in the vicinity of North Sepulveda, Los Angeles due to rapidly approaching wildfire. Please prepare to evacuate immediately. Monitor official channels for updates and instructions. Your safety is our priority. #Wildfire #Emergency #LosAngeles",North Sepulveda,34.088808406382654,-118.4678010791045,2025-01-24 15:22:52.225000,False,,Fire,True,2,,"Evacuation warning issued for residents near North Sepulveda, Los Angeles due to a rapidly approaching wildfire, requiring immediate evacuation.","['firefighters', 'police']"
Hollywood Hills near Runyon Canyon,Roadblock or Escape Issue,"Alright listen up! Picked up a fare near Runyon Canyon, Hollywood Hills. Roads CLOSING FAST. Fire's jumpin' the ridge near Mulholland. Get outta there NOW. No time for sightseeing! #Wildfire #Emergency. Gonna be a mess gettin' outta here. 🚕🔥",Hollywood Hills near Runyon Canyon,34.100729858678825,-118.3665107582293,2025-01-09 09:09:04.687686,False,,Fire,True,2,,"Wildfire spreading rapidly near Runyon Canyon and Mulholland in Hollywood Hills with roads closing fast, indicating an urgent need for first responder action.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Fire Near Key Infrastructure,Huge flames spotted near the cell towers off Sunset Blvd in Pacific Palisades! 😳 Looks like it could spread fast towards the homes on the ridge. Hope everyone is being careful! #Wildfire #PacificPalisades #Emergency,Pacific Palisades,34.063672270406755,-118.56162055000836,2025-02-16 12:36:51.973627,False,,Fire,True,2,,"Large flames reported near Sunset Blvd in Pacific Palisades, potentially spreading towards homes, indicating a fast-spreading wildfire requiring immediate attention from firefighters and police.","['firefighters', 'police', 'ambulance']"
Sylmar,Distress Call,ARE YOU KIDDING ME?! Another fire in Sylmar?! Near the damn foothills again! They NEVER learn! Years of ignoring us and now this! My neighbor's house is gonna go up in flames! Where's the damn help?! #Wildfire #Emergency #SylmarFire #LosAngeles,Sylmar,34.31760934018805,-118.47533869426972,2025-01-12 22:32:17.056073,False,,Fire,True,2,,"User reports another fire in Sylmar near foothills, expressing concern for neighbor's house and asking for help.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Evacuation Warning,"Ugh, seriously?! Evacuation warning near Runyon Canyon AGAIN?! 🙄 Like, I was JUST about to start my TikTok dance. Fire's creeping up towards those fancy houses off Mulholland... maybe they'll finally share their pool? Jk... kinda. Get out now if you're near there! #Wildfire #Emergency #HollywoodHills #LAFire",Hollywood Hills near Runyon Canyon,34.1152039669953,-118.33158546064516,2025-01-09 01:47:15.810948,False,,Fire,True,2,,Evacuation warning issued near Runyon Canyon as wildfire approaches Mulholland houses.,"['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Evacuation Warning,"Heads up, folks! See smoke comin' up near Runyon Canyon, Hollywood Hills. Heard they're sayin' it's an evac warning for some streets up there. Check yer local news, don't be a dummy. #Wildfire #Emergency Los Angeles",Hollywood Hills near Runyon Canyon,34.11705269953404,-118.37165262675116,2025-01-09 06:27:39.828862,False,,Fire,True,3,,"Smoke reported near Runyon Canyon, Hollywood Hills, with evacuation warnings issued for some streets.","['firefighters', 'police', 'ambulance']"
West Hills,Request for Emergency Help,"OMG! Huge flames near Roscoe and Valley Circle in West Hills! 😭 The smoke is so thick, can barely see! Fire's spreading towards the houses on Blackhawk street! Pls send help ASAP! #Wildfire #Emergency #WestHills #LA",West Hills,34.190761331475386,-118.61335241981388,2025-01-11 08:36:32.109243,False,,Fire,True,1,,"Large wildfire reported near Roscoe and Valley Circle in West Hills, spreading towards houses on Blackhawk street, immediate help is requested.","['firefighters', 'police', 'ambulance']"
Sylmar,Evacuation Warning,ANOTHER WILDFIRE?! In Sylmar AGAIN?! They're telling us to get ready to evacuate near Roxford and Foothill Blvd! Like we haven't been through enough already! Where's the damn help?! This is what happens when you ignore the community! #Wildfire #Emergency #SylmarFire 😡🔥,Sylmar,34.3249496447698,-118.43600594302534,2025-01-08 19:18:08.929564,False,,Fire,True,2,,"A wildfire has been reported in Sylmar near Roxford and Foothill Blvd, with evacuation warnings issued and a request for help.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Incident Report,"Oh god, there's a HUGE fire near Temescal Canyon in Pacific Palisades! The smoke is so thick, I can barely see! Is anyone else seeing this?? Praying it doesn't reach the houses on Sunset Blvd! #Wildfire #Emergency #PacificPalisades 😥",Pacific Palisades,34.06808905608345,-118.5112467833828,2025-01-17 02:47:07.449725,False,,Fire,True,2,,Large wildfire reported near Temescal Canyon in Pacific Palisades with thick smoke.,"['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Incident Report,"Oh god oh god! 😭 Huge flames near the Eaton Canyon Golf Course in Altadena! I can see it from my backyard on Allen Ave! Is anyone else seeing this?! The smoke is so thick! #Wildfire #Emergency Los Angeles, please send help!",Altadena/Pasadena,34.166090128342006,-118.16833528638614,2025-02-24 20:00:00.185157,False,,Fire,True,1,,"A wildfire is reported near Eaton Canyon Golf Course in Altadena, visible from Allen Ave with thick smoke, and immediate help is requested.","['firefighters', 'ambulance', 'police']"
Altadena/Pasadena,Fire Near Key Infrastructure,Oh my gosh! 😱 I'm visiting from out of state and there's a HUGE fire near that big antenna thingy on the hills above Altadena/Pasadena! I think it's near some power lines too? Is this normal?! So much smoke! #Wildfire #Emergency #LosAngeles 😥 Hope everyone is okay!,Altadena/Pasadena,34.163999928553416,-118.14574165585898,2025-02-01 07:40:16.356671,False,,Fire,True,2,,"Large wildfire reported near antenna on hills above Altadena/Pasadena, possibly near power lines, with significant smoke.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Incident Report,"OMG! 😱 I'm hiking near Runyon Canyon in the Hollywood Hills and I see flames! Like, actual FIRE! 🔥 Is this normal? Seems kinda close to those fancy houses on Mulholland Drive... Should I be worried? #Wildfire #Emergency #LosAngeles #TouristFail",Hollywood Hills near Runyon Canyon,34.10712726577409,-118.35509186236192,2025-01-09 12:19:39.189341,False,,Fire,True,2,,"Tourist reports flames near Runyon Canyon in Hollywood Hills, potentially threatening houses on Mulholland Drive, indicating a possible wildfire situation.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Incident Report,"Ugh, this is SO not chill. 🙄 Huge flames near Sunset Blvd in Pacific Palisades! Like, is this the end of the world?? 🔥 Pls send help, my phone's almost dead and I can smell the smoke! #Wildfire #Emergency #LosAngeles",Pacific Palisades,34.07302026818258,-118.56123501537432,2025-02-06 04:36:25.899394,False,,Fire,True,1,,"User reports large flames near Sunset Blvd in Pacific Palisades, requesting immediate help due to wildfire and smelling smoke.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Fire Near Key Infrastructure,"Yo, HUGE flames near that fancy schmancy water treatment plant up in Pacific Palisades! 😬 Like, if that goes, we're all gonna be thirsty af. #Wildfire #Emergency Someone get the LAFD up here, STAT! 🔥",Pacific Palisades,34.0660914409229,-118.50964619411585,2025-02-16 07:55:26.632668,False,,Fire,True,2,,"Large flames reported near the water treatment plant in Pacific Palisades, urgent attention from LAFD requested.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Evacuation Warning,Oh god oh god! Evacuation warning near Runyon Canyon in the Hollywood Hills! 😭 I can see smoke from my window on Mulholland Drive! My kids are terrified! Is everyone getting out okay?! #Wildfire #Emergency #LosAngeles Please be safe everyone!,Hollywood Hills near Runyon Canyon,34.10174084307468,-118.36505447736351,2025-01-08 23:46:00.960508,False,,Fire,True,2,NA,"Evacuation warning near Runyon Canyon due to wildfire, smoke visible in Hollywood Hills, residents are terrified.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Incident Report,"Yo, HUGE flames spotted near Mulholland Drive in North Sepulveda! 🔥 Like, seriously, is this the end of the world?? 😱 Wind's makin' it spread FAST. Stay safe, LA peeps! #Wildfire #Emergency #NorthSepulveda #LosAngeles",North Sepulveda,34.09899982839786,-118.45095778687605,2025-01-24 11:14:32.193265,False,,Fire,True,2,NA,"Large wildfire reported near Mulholland Drive in North Sepulveda, spreading quickly due to wind.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Fire Near Key Infrastructure,"Oh my god, there's a HUGE fire near the cell towers by Sunset Blvd in Pacific Palisades! 😱 Looks like it's heading towards the Getty Center area! Hope they can contain it before it reaches the 405. #Wildfire #Emergency #LosAngeles Praying everyone is safe 🙏",Pacific Palisades,34.044873908728505,-118.50967301724924,2025-02-16 20:00:03.102825,False,,Fire,True,2,NA,"Large wildfire reported near cell towers by Sunset Blvd in Pacific Palisades, rapidly spreading towards Getty Center and potentially impacting the 405 freeway.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Request for Emergency Help,"Oh god, there's a fire raging up near Temescal Canyon in Pacific Palisades! 😭 The smoke is so thick, can barely see! Seems to be heading towards the houses on the ridge! Someone PLEASE send help! #Wildfire #Emergency #PacificPalisades",Pacific Palisades,34.04957991664215,-118.53477995391734,2025-03-06 23:37:03.628094,False,,Fire,True,2,NA,"Wildfire reported near Temescal Canyon in Pacific Palisades, with thick smoke and fire spreading towards houses, requiring immediate attention from firefighters, police and ambulance.","['firefighters', 'police', 'ambulance']"
West Hills,Fire Near Key Infrastructure,"Yo, West Hills is LITERALLY on FIRE 🔥! Saw flames creepin' near that cell tower by Roscoe Blvd. If that thing goes down, no more TikToks! 😭 Seriously tho, hope everyone's evacuating. #Wildfire #Emergency #LosAngeles",West Hills,34.19509817337643,-118.61653565778296,2025-01-11 18:20:07.239732,False,,Fire,True,2,NA,"Wildfire reported in West Hills near Roscoe Blvd cell tower, potential evacuation situation.","['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Distress Call,"Oh dear, oh dear! There's a HUGE fire near the Eaton Canyon area in Altadena! 😱 I can see the flames from my porch on Allen Ave! Seems to be moving fast towards the mountains! I don't know what to do! Is this a #Wildfire? Should I call someone? #Emergency Help!",Altadena/Pasadena,34.17166809417854,-118.1169836293606,2025-01-26 10:59:52.131842,False,,Fire,True,1,NA,"Large wildfire reported near Eaton Canyon in Altadena, moving towards mountains and visible from Allen Ave, user requests emergency help.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Evacuation Warning,OMG! 😭 There's a HUGE wildfire in the Hollywood Hills near Runyon Canyon! We just got an evacuation warning! Packing everything NOW! So scared! Pls send help if you can see flames near Mulholland Drive! #Wildfire #Emergency #LosAngeles,Hollywood Hills near Runyon Canyon,34.11010270529313,-118.36245253781227,2025-01-09 13:03:33.348127,False,,Fire,True,2,NA,"Large wildfire reported in Hollywood Hills near Runyon Canyon and Mulholland Drive area, evacuation warning issued, help may be needed.","['firefighters', 'police', 'ambulance']"
Sylmar,Distress Call,"Oh god oh god! Fire's getting close to Sylmar High! My kid's still there, I can't get through the traffic! Is anyone evacuating from near Roxford Street? Please tell me they're safe! 😭 #Wildfire #Emergency #LosAngeles",Sylmar,34.320570725450764,-118.44944559897836,2025-01-13 07:55:42.602211,False,,Fire,True,2,NA,A parent is expressing extreme concern about a fire approaching Sylmar High School where their child is and is asking about evacuations near Roxford Street.,"['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Fire Near Key Infrastructure,"Ugh, this is NOT the vibe. 🔥 Huge flames near that big power station by the 210 in Altadena/Pasadena! Like, if that goes down, we're all gonna be living in the dark ages. Someone needs to get on this ASAP! #Wildfire #Emergency #LosAngeles 😬",Altadena/Pasadena,34.20351523298092,-118.06543471904746,2025-01-24 08:36:50.115246,False,,Fire,True,2,NA,"A large wildfire is reported near a power station in Altadena/Pasadena, posing a potential threat to the power grid and requiring immediate attention.","['firefighters', 'police']"
Pacific Palisades,Roadblock or Escape Issue,OMG! We're tourists and totally lost in Pacific Palisades! 😱 Huge flames near what looks like a fancy golf course... Sunset Blvd is blocked! Can't get back to our hotel in Los Angeles! Anyone know another way out?! #Wildfire #Emergency #LostTourist 😭,Pacific Palisades,34.04773724397848,-118.53668008788712,2025-03-02 01:14:30.933678,False,,Fire,True,2,NA,Tourists are stranded in Pacific Palisades due to wildfire blocking Sunset Blvd and need guidance to get out of the area.,"['police', 'firefighters', 'ambulance']"
Hollywood Hills near Runyon Canyon,Roadblock or Escape Issue,URGENT: Reports of heavy smoke and flames impacting access roads near Runyon Canyon in the Hollywood Hills. Residents attempting to evacuate via Mulholland Drive are experiencing significant delays. Please seek alternate routes and remain calm. Public safety is our top priority. #Wildfire #Emergency #LosAngeles,Hollywood Hills near Runyon Canyon,34.11847248183286,-118.34096593482984,2025-01-08 23:47:57.354343,False,,Fire,True,2,NA,Reports indicate a wildfire near Runyon Canyon causing smoke and flames to impact access roads and evacuation delays on Mulholland Drive.,"['firefighters', 'police', 'ambulance']"
Sylmar,Incident Report,"Urgent! Wildfire reported near the foothills in Sylmar, Los Angeles. Smoke visible from Foothill Blvd. Fire crews are responding, but residents near the old Olive View hospital area should be prepared to evacuate. Stay tuned for updates. #Wildfire #Emergency #Sylmar",Sylmar,34.31577593582851,-118.4753937063073,2025-01-09 14:12:10.324510,False,,Fire,True,3,NA,"Wildfire reported in Sylmar near foothills, smoke visible, fire crews are responding, residents near Olive View hospital should prepare to evacuate.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Incident Report,"Oh my gosh! 😱 I think there's a HUGE fire near North Sepulveda, like, by that big park? Saw flames and a ton of smoke. Is this normal for LA? Should I be worried? #Wildfire #LosAngeles #Emergency I'm just visiting! 😥",North Sepulveda,34.08261477803822,-118.488182282071,2025-01-23 18:23:26.010389,False,,Fire,True,2,NA,"Citizen reports a large fire with visible flames and smoke near North Sepulveda, expressing concern and seeking information.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Distress Call,Oh god oh god! There's a fire raging near Sunset Blvd in Pacific Palisades! I can see the flames from my window and the smoke is so thick! I think its heading towards the park! Someone please send help! We need firefighters NOW! #Wildfire #Emergency #PacificPalisades,Pacific Palisades,34.06452943149605,-118.5241410385378,2025-02-26 05:17:11.723816,False,,Fire,True,1,NA,"Raging wildfire reported near Sunset Blvd in Pacific Palisades, with flames and thick smoke heading towards the park; immediate firefighter assistance is needed.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Fire Near Key Infrastructure,"Oh my god! 😭 Flames are getting close to the power station near Runyon Canyon in the Hollywood Hills! If that goes, we're all gonna be without power! This is insane! #Wildfire #Emergency #LosAngeles",Hollywood Hills near Runyon Canyon,34.11566360870992,-118.34053302407906,2025-01-09 13:52:49.306834,False,,Fire,True,2,NA,Wildfire is approaching the power station near Runyon Canyon in Hollywood Hills and threatens power outage.,"['firefighters', 'police', 'ambulance']"
Pacific Palisades,Roadblock or Escape Issue,Heads up neighbors in Pacific Palisades! Sunset Blvd is CLOSED west of Chautauqua. Fire's jumped the ridge near Temescal Canyon. Can't get out that way! Stay safe everyone! 🙏 #Wildfire #Emergency #LosAngeles,Pacific Palisades,34.07149476572325,-118.56175305251118,2025-02-13 01:34:43.834093,False,,Fire,True,2,NA,"Wildfire reported to have jumped the ridge near Temescal Canyon, resulting in the closure of Sunset Blvd west of Chautauqua, potentially affecting evacuation routes.","['firefighters', 'police']"
Hollywood Hills near Runyon Canyon,Request for Emergency Help,"OMG! 😱 I'm visiting LA and hiking near Runyon Canyon in the Hollywood Hills and there's like, a HUGE fire! 🔥 I think it's spreading towards those fancy houses near Mulholland Drive? Is anyone doing anything? Help! #Wildfire #Emergency I'm so scared! 😭",Hollywood Hills near Runyon Canyon,34.10829637879928,-118.33419819436862,2025-01-09 06:47:53.685587,False,,Fire,True,2,NA,"A wildfire is reported near Runyon Canyon, potentially spreading towards Mulholland Drive and requires fire fighter assistance.","['firefighters', 'police', 'ambulance']"
West Hills,Incident Report,"Whoa is that a FIRE in Malibu?! 😳 Hope its not too bad, just got here for vacay! beach trip ruined? 😥 #LA #wildfire #TouristTrap?",West Hills,34.19723566333463,-118.643161578666,2025-02-25 14:31:30.737845,True,video_tweets/other_examples.mp4,Fire,False,-1,NA,User is asking about a potential fire in Malibu and if it will affect their vacation.,[]
Pacific Palisades,Fire Near Key Infrastructure,"Oh god oh god! I can see flames from my backyard near the Palisades Village! 😭 Is everyone okay? The smoke is so thick, and I'm so worried about the kids and the power lines nearby! Please tell me they're evacuating people near Sunset Blvd! #Wildfire #PacificPalisades #Emergency I'm so scared!",Pacific Palisades,34.072191780677585,-118.55045504933676,2025-01-22 23:37:54.686384,False,,Fire,True,2,NA,User reports seeing flames and thick smoke near Palisades Village and is concerned about nearby kids and power lines due to a potential wildfire.,"['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Incident Report,"Oh god oh god! 😭 Huge flames near the Eaton Canyon Golf Course in Altadena! I can see it from my backyard on Allen Ave! Is anyone else seeing this?! The smoke is so thick! #Wildfire #Emergency Los Angeles, please send help!",Altadena/Pasadena,34.19723566333463,-118.09223862119798,2025-02-25 14:31:30.737845,False,,Fire,True,1,NA,"User reports large flames and thick smoke near Eaton Canyon Golf Course in Altadena, urgently requesting help due to a potential wildfire.","['firefighters', 'ambulance', 'police']"
Pacific Palisades,Evacuation Warning,"Oh my gosh, is that FIRE?! 😱 I'm visiting from Europe and staying near Sunset Blvd in Pacific Palisades... there's so much smoke and I think I see flames up on the hills! Is this normal?? Should I be worried? #Wildfire #LosAngeles #Emergency I don't know what to do! 😭",Pacific Palisades,34.07250506207886,-118.54368242001236,2025-01-24 10:09:20.516721,False,,Fire,True,2,NA,Tourist in Pacific Palisades near Sunset Blvd reports seeing smoke and flames on the hills and is concerned about a potential wildfire.,"['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Roadblock or Escape Issue,Heads up neighbors! Big flames creeping up the hill towards Mulholland Dr near Runyon Canyon! Roads are getting blocked off fast. Might wanna think about heading out now if you're near the top. Stay safe everyone! 🙏 #Wildfire #Emergency #HollywoodHills,Hollywood Hills near Runyon Canyon,34.11351266872052,-118.35076176565848,2025-01-09 13:24:45.933685,False,,Fire,True,2,NA,"Wildfire reported near Mulholland Dr and Runyon Canyon, roads are being blocked, potential evacuation is advised for residents near the top of the hill.","['firefighters', 'police', 'ambulance']"
West Hills,Request for Emergency Help,"URGENT: Reports of a fast-moving brush fire in West Hills, Los Angeles, near Valley Circle and Platt Ave. Resources are being deployed, but the situation is rapidly evolving. Residents in the vicinity should prepare for potential evacuation. Monitor official channels for updates. #Wildfire #Emergency #WestHills",West Hills,34.188790937094,-118.63806080069683,2025-01-10 23:29:41.068157,False,,Fire,True,2,NA,"Fast-moving brush fire reported in West Hills, Los Angeles, near Valley Circle and Platt Ave, with potential evacuations.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Incident Report,"ARE YOU KIDDING ME?! Another fire in the Hollywood Hills near Runyon Canyon?! 🔥 This is what happens when you let corporations run wild! They don't care about us, just their profits! Now our homes are at risk! Get your act together, LA! #Wildfire #Emergency #ClimateCrisis #HollywoodHills",Hollywood Hills near Runyon Canyon,34.116301449648404,-118.367195133573,2025-01-09 02:05:31.539066,False,,Fire,True,2,NA,"A new wildfire has been reported in the Hollywood Hills near Runyon Canyon, potentially threatening homes and requiring immediate attention from fire services.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Distress Call,"Oh dear, there's a HUGE fire near those fancy houses up by Sunset in Pacific Palisades! 😥 I can see the flames from my window! Is everyone alright? Should I be worried? #Wildfire #Emergency I don't know what to do! 🔥",Pacific Palisades,34.05861424466508,-118.55716596985296,2025-02-10 04:05:45.729511,False,,Fire,True,2,NA,"User reports a large wildfire near residential area in Pacific Palisades, observing flames and expressing concern about potential danger.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Evacuation Warning,"Oh dear, there's a fire near those fancy houses up by Sunset Blvd in Pacific Palisades! 😥 They said something about an EVACUATION WARNING? Should I pack my good china? Is it time to go? #Wildfire #Emergency I'm so confused. Hope the roses are ok. 🙏",Pacific Palisades,34.04996270196435,-118.54778901676104,2025-01-23 01:22:36.851086,False,,Fire,True,3,NA,Wildfire reported near Pacific Palisades with evacuation warning issued.,"['firefighters', 'police']"
Hollywood Hills near Runyon Canyon,Incident Report,Oh god oh god! 😭 Wildfire in the Hollywood Hills near Runyon Canyon! I can see smoke from my window on Mulholland! My kids are at a friend's house near there! Is everyone safe?! Pls tell me the fire dept is on it! #Wildfire #Emergency #LosAngeles,Hollywood Hills near Runyon Canyon,34.10444763084096,-118.3425574215736,2025-01-09 05:00:39.345713,False,,Fire,True,2,NA,"Wildfire reported in Hollywood Hills near Runyon Canyon, smoke visible from Mulholland Drive, potential threat to residents including children.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Roadblock or Escape Issue,OMG! Can't get out of the Palisades! Sunset Blvd is blocked off near PCH because of the fire. Anyone know another way out?? So much smoke! 😫 #Wildfire #PacificPalisades #Emergency,Pacific Palisades,34.04145821492922,-118.54847448988298,2025-02-14 23:22:59.063707,False,,Fire,True,2,NA,"Individual trapped in Palisades, Sunset Blvd blocked near PCH due to fire and smoke, seeking alternative route.","['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Evacuation Warning,URGENT: Evacuation WARNING issued for residents in the vicinity of Eaton Canyon in Altadena/Pasadena due to rapidly approaching wildfire. Please prepare to evacuate immediately. Monitor official channels for updates. Your safety is our priority. #Wildfire #Emergency #LosAngeles,Altadena/Pasadena,34.177138384345085,-118.12663358008297,2025-02-13 08:03:15.858038,False,,Fire,True,2,NA,"Evacuation warning issued for Eaton Canyon in Altadena/Pasadena due to rapidly approaching wildfire, residents need to evacuate immediately.","['firefighters', 'police']"
Pacific Palisades,Request for Emergency Help,"Yo, dispatch, this ain't good. Picked up a fare near Sunset Blvd in Pacific Palisades, and there's a whole lotta smoke and flames headed towards those fancy houses near the canyon. Looks like a wildfire's movin' FAST. People need help evacuating NOW! #Wildfire #Emergency Los Angeles",Pacific Palisades,34.040562019358674,-118.51891790059246,2025-02-17 02:40:51.338595,False,,Fire,True,2,NA,"Wildfire reported near Sunset Blvd in Pacific Palisades, moving fast towards residential areas, evacuation assistance needed.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Incident Report,URGENT: We are receiving reports of increased fire activity near the hiking trails above Sunset Blvd in Pacific Palisades. Residents in the area should prepare for potential evacuation. Monitor official channels for updates. #Wildfire #LosAngeles #Emergency. Stay safe and informed. - City Official,Pacific Palisades,34.08058444923421,-118.56491266289504,2025-01-22 23:50:54.386039,False,,Fire,True,2,NA,"Report of increased fire activity near hiking trails above Sunset Blvd in Pacific Palisades, residents should prepare for potential evacuation.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Distress Call,URGENT: We are receiving reports of increased fire activity near the Palisades Village area. Residents near Sunset Blvd and Temescal Canyon Rd should prepare for potential evacuation. Monitor official channels for updates. #Wildfire #PacificPalisades #Emergency. We are working diligently to contain the situation.,Pacific Palisades,34.05777062058504,-118.5144671731686,2025-02-27 21:03:45.109722,False,,Fire,True,2,NA,"Increased fire activity reported near Palisades Village, residents near Sunset Blvd and Temescal Canyon Rd should prepare for evacuation.","['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Evacuation Warning,"Oh my gosh! 😱 I'm visiting from out of state and there's like, a HUGE fire near some hills in Altadena/Pasadena! Saw some smoke near the Eaton Canyon area earlier, now it's way worse! They said something about an evacuation warning? Should I be worried? #Wildfire #Emergency #LosAngeles",Altadena/Pasadena,34.19503902291581,-118.08185399624196,2025-02-13 12:10:05.297492,False,,Fire,True,2,NA,"Visitor reports large wildfire near Eaton Canyon in Altadena/Pasadena, smoke worsening, evacuation warning issued.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Request for Emergency Help,"URGENT: We are receiving reports of a brush fire escalating rapidly in the Hollywood Hills, near Runyon Canyon. Resources are being deployed. Residents in the vicinity of Mulholland Drive should prepare for potential evacuation. Monitor official channels for updates. #Wildfire #Emergency. Standby for further instructions.",Hollywood Hills near Runyon Canyon,34.12758539132863,-118.35816102546468,2025-01-09 00:42:10.574616,False,,Fire,True,2,NA,"Escalating brush fire reported in Hollywood Hills near Runyon Canyon, residents near Mulholland Drive should prepare for evacuation, resources are being deployed.","['firefighters', 'police']"
Pacific Palisades,Request for Emergency Help,"Yo, dispatch, this ain't no fare! Big fire near Sunset Blvd in Pacific Palisades. Smoke's thick, can barely see. Heard some folks trapped near the hiking trails. Need help NOW! #Wildfire #Emergency Los Angeles",Pacific Palisades,34.07981271922866,-118.5308571632112,2025-02-06 16:28:03.617729,False,,Fire,True,1,NA,"Caller reports a large wildfire near Sunset Blvd in Pacific Palisades with thick smoke and people possibly trapped near hiking trails, requiring immediate assistance.","['firefighters', 'ambulance', 'police']"
Pacific Palisades,Incident Report,ANOTHER WILDFIRE in Pacific Palisades?! Seriously?! How many times are we gonna let this happen?! Saw flames creeping up near Temescal Canyon Rd. They better get this under control NOW before it reaches those stupid mansions! #Wildfire #PacificPalisades #Emergency #ClimateChangeIsReal #DoSomething,Pacific Palisades,34.06410901288161,-118.55210365782096,2025-02-01 19:08:34.046301,False,,Fire,True,2,NA,"Wildfire reported near Temescal Canyon Rd, flames are spreading and need to be controlled.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Fire Near Key Infrastructure,"OMG! 😱 I'm visiting LA and hiking near Runyon Canyon in the Hollywood Hills, and I see flames getting close to some big power lines! Is that normal?! Seems kinda dangerous... #Wildfire #Emergency #LosAngeles #TouristTrap",Hollywood Hills near Runyon Canyon,34.110266423282184,-118.34813208075204,2025-01-08 23:53:33.028974,False,,Fire,True,2,NA,"Tourist in Runyon Canyon reports flames getting close to power lines, indicating a potential wildfire hazard.","['firefighters', 'police']"
West Hills,Fire Near Key Infrastructure,"Heard on the radio, big fire breakin' out near the water treatment plant in West Hills. Wind's pickin' up, could be trouble. Hope they get it under control before it hits the power lines. #Wildfire #Emergency Los Angeles",West Hills,34.183536586288035,-118.62014048093988,2025-01-09 21:07:22.115750,False,,Fire,True,2,NA,"Wildfire reported near West Hills water treatment plant, wind picking up, potential threat to power lines.","['firefighters', 'police', 'ambulance']"
